user,type_bool,summary_bytes,total_byte_change,addition_or_deletion,isBotEdit,isMinor,isUnpatrolled,isNew,no_of_edits
Justice007,1,37,75,0,0,0,0,0,6
Disneylandlover2006,1,0,0,0,0,0,0,0,19
Pattyboy227,1,0,8,1,0,0,0,0,5
Praemonitus,1,15,198,1,0,0,0,0,27
DatBot,1,49,224,1,0,0,0,0,114
Mattythewhite,1,126,3,0,0,0,0,0,172
.17.0.30,1,129,32,0,0,0,0,0,3
Alaney2k,1,167,54,1,0,1,0,0,17
.92.222.174,1,0,3,1,0,0,0,0,1
WilliamJE,1,110,17,1,0,0,0,0,11
2.133.246.100,1,26,152,1,0,0,0,0,7
Mlaffs,1,44,17,0,0,0,0,0,59
KylieTastic,1,76,650,1,0,0,0,1,254
.55.194.168,1,0,587,1,0,0,0,0,2
Vanjagenije,1,81,4929,0,0,0,0,0,54
Vanjagenije,1,75,4942,1,0,0,0,1,54
Joeykai,1,0,33,0,0,0,0,0,25
Spacini,1,0,2,0,0,1,0,0,8
.69.161.245,1,0,9,1,0,0,0,0,2
AnomieBOT,1,31,18,1,1,1,0,0,1109
Cyberbot I,1,94,0,0,1,0,0,0,993
MAY,1,20,108,1,0,0,0,0,1
.56.35.32,1,17,2,1,0,0,0,0,9
Y-barton,1,13,1,1,0,1,0,0,13
Johnsmith2116,1,10,37,1,0,0,0,0,15
QPLondon,1,14,49,1,0,0,0,0,2
Xtquique,1,0,130,1,0,0,0,0,1
CAPTAIN RAJU,1,25,298,1,0,1,0,0,217
3.144.40.153,1,156,77,1,0,0,0,0,1
.39.131.168,1,19,1,1,0,0,0,0,1
Michael Goodyear,1,16,135,1,0,0,0,0,65
Continentaleurope,1,40,576,1,0,0,0,0,9
SusunW,1,0,1260,1,0,0,0,0,39
AminMDMA,1,20,186,0,0,0,0,0,2
.55.216.213,1,0,78,1,0,0,0,0,5
Yellow Evan,1,13,1,0,0,0,0,0,1
Al Ameer son,1,11,1,1,0,0,0,0,34
Drewmutt,1,116,19,0,0,0,0,0,215
VampireKilla,1,19,77,0,0,0,0,0,14
.62.117.252,1,28,3,0,0,0,0,0,12
CAPTAIN RAJU,1,19,197,0,0,1,0,0,220
.230.196.215,1,0,6,0,0,0,0,0,14
InternetArchiveBot,0,64,1163,1,1,0,0,0,3428
.230.196.215,1,0,0,0,0,0,0,0,15
Anotheronewiki,1,22,645,1,0,0,0,0,5
InternetArchiveBot,1,59,170,1,1,0,0,0,3430
InternetArchiveBot,0,64,1077,1,1,0,0,0,3430
Victorsmesq,1,0,172,1,0,0,0,0,8
Wolbo,1,39,36,0,0,0,0,0,151
SteveStrummer,1,5,359,1,0,0,0,0,19
Bgwhite,1,247,232,0,0,0,0,0,123
Nicole Cervantes,1,26,44,1,0,0,0,0,6
Cyberbot I,1,94,161,1,1,0,0,0,1001
Unreal7,1,20,9,1,0,0,0,0,105
Nmclough,1,18,62,1,0,1,0,0,79
Tewapack,1,14,27,0,0,0,0,0,42
GenGreensFan,1,5,140,1,0,1,0,0,2
.230.196.215,1,0,11,0,0,0,0,0,19
.122.138.153,1,11,35,1,0,0,0,0,1
.75.160.17,1,14,3,0,0,0,0,0,1
Ajsmith141,1,0,207,1,0,0,0,0,8
0.22.117.254,1,0,17,0,0,0,0,0,1
.176.104.70,1,38,94,1,0,0,0,0,1
Drewmutt,1,99,640,1,0,0,1,1,219
4.88.71.157,1,11,135,1,0,0,0,0,9
Bearcat,1,14,4,1,0,0,0,0,585
AnomieBOT,1,31,18,1,1,1,0,0,1117
Pi zero,1,112,18,0,0,0,0,0,48
0.2.65.115,1,31,10,0,0,0,0,0,3
Bgwhite,1,240,187,0,0,0,0,0,131
Zyates87,1,40,0,0,0,1,0,0,7
JackWilfred,1,31,173,0,0,0,0,0,3
.75.3.226,1,0,333,1,0,0,0,0,3
Cattus,1,72,44,1,0,0,0,0,9
"Me, Myself, and I are Here",1,51,7,0,0,1,0,0,64
00:1:C16C:8ECB:112:499B:9803:83F6,1,40,146,1,0,0,0,0,1
MusikAnimal,1,97,918,0,0,0,0,0,24
MarcusPearl95,1,10,15,1,0,0,0,0,1
01:2C0:C000:3CA9:E023:168E:B86F:6919,1,24,251,1,0,0,0,0,2
Secret Agent Julio,1,59,239,1,0,1,0,0,63
Qzd,1,126,29,0,0,1,0,0,13
Secret Agent Julio,1,59,47,1,0,1,0,0,68
Xi371n,1,48,143,1,0,0,0,0,13
.75.3.226,1,0,61,1,0,0,0,0,4
Drewhunter14,1,12,4,0,0,0,0,0,1
Eyesofanangel,1,0,14,1,0,1,0,0,13
Parkywiki,1,92,72,0,0,1,0,0,145
9.153.196.37,1,47,2,1,0,0,0,0,72
Graeme Bartlett,0,4,25,1,0,0,0,1,133
Bradv,0,43,626,1,0,0,0,0,36
Janitha Guruge,0,26,286,1,0,0,0,0,1
Phismith,1,20,0,0,0,0,0,0,19
Cyberbot I,1,72,1984,1,1,0,0,0,1006
.123.49.168,1,14,66,1,0,0,0,0,2
Kostaki mou,1,90,23,1,0,0,0,0,1
Ben271994,1,0,589,1,0,0,0,0,26
.173.137.9,1,0,4,1,0,0,0,0,1
PKT,1,55,21,1,0,0,0,0,84
Pattyboy227,1,0,74,0,0,0,0,0,4
Dogsrule9595,1,0,68,1,0,1,0,0,1
3.54.218.158,1,0,6,1,0,0,0,0,1
Vmavanti,1,69,105,1,0,1,0,0,86
TheGracefulSlick,1,2,22,1,0,0,0,0,58
Grenzer22,1,20,1,1,0,0,0,0,1
NoAmCom,1,66,1,1,0,1,0,0,60
Jamesmiko,1,19,33,1,0,0,0,0,136
Qzd,1,121,28,0,0,0,0,0,24
Fortdj33,1,42,27,1,0,1,0,0,249
Vauxhall Bridgefoot,1,29,9,0,0,0,0,0,9
Flyer22 Reborn,1,242,3569,0,0,0,0,0,180
.96.233.56,1,20,1,1,0,0,0,0,1
Lkchild,1,23,96,1,0,0,0,0,26
Andy Evans of Michi-gama,1,68,227,1,0,0,0,0,3
Dfair1,1,14,1,0,0,0,0,0,34
Another Believer,1,27,31,1,0,0,0,0,171
4.124.13.151,1,24,3,1,0,0,0,0,8
MagicatthemovieS,1,110,57,1,0,0,0,0,51
WSDavitt,1,23,9,1,0,1,0,0,36
Nick Number,1,72,12,1,0,1,0,0,172
.152.93.124,1,120,266,0,0,0,0,0,1
Clbsfn,1,11,141,1,0,1,0,0,8
Hullaballoo Wolfowitz,0,38,1,1,0,0,0,0,71
PaleCloudedWhite,1,106,90,1,0,0,0,0,14
JJMC89 bot,1,97,378,1,1,1,0,0,31
Tazerdadog,1,27,643,0,0,0,0,0,10
Uptoniga,1,0,57,1,0,0,0,0,7
Another Believer,1,16,23,1,0,0,0,0,174
Rosvel92,1,16,1819,1,0,0,0,0,3
Michael Goodyear,1,5,121,1,0,0,0,0,64
So97,1,0,24,1,0,0,0,0,11
00:1:B104:9468:FC3F:80D2:EA4C:6297,0,0,8,1,0,0,0,0,1
QueenCake,1,52,401,1,0,0,0,0,1
Kndimov,1,46,191,0,0,0,0,0,37
Mariakos Antoniou,1,0,4,1,0,0,0,0,5
Iahklu,1,43,10,1,0,0,0,0,1
Cyberbot I,1,141,1144,1,1,0,0,0,998
Mutt Lunker,1,9,12135,0,0,0,0,0,5
9.153.196.37,1,0,33,1,0,0,0,0,68
.230.196.215,1,0,19,0,0,0,0,0,13
.2.220.74,1,0,0,0,0,0,0,0,1
.75.3.226,1,0,121,1,0,0,0,0,2
.55.216.213,1,0,2,1,0,0,0,0,6
Joshbaumgartner,1,42,199,1,0,0,0,0,14
Ish ishwar,1,1,711,1,0,0,0,0,74
Ish ishwar,1,3,10,0,0,0,0,0,75
MrOllie,1,47,998,1,0,0,1,1,71
Red Director,1,15,16,0,0,1,0,0,170
Bgwhite,1,237,68,0,0,0,0,0,121
Margaretver,1,15,12,1,0,0,0,0,39
or6to4,1,36,11,0,0,0,0,0,23
DeltaQuadBot,1,56,149,0,1,1,0,0,454
Nk3play2,1,76,13,1,0,0,0,0,9
Northamerica1000,1,33,1533,1,0,0,0,0,139
KeithTyler,1,74,7,1,0,0,0,0,1
HacksawFW,1,0,4,1,0,0,0,0,6
Manx James,1,21,26,1,0,0,0,0,3
.209.205.187,1,247,18,1,0,0,0,0,1
0.213.41.45,1,83,2,1,0,0,0,0,1
Johnsagent,1,21,8,1,0,1,0,0,1
ClassicOnAStick,1,12,0,0,0,0,0,0,34
FreeKnowledgeCreator,1,30,10,1,0,0,0,0,118
.121.72.1,0,21,245,1,0,0,0,0,1
A02:8084:9680:2100:DC28:E911:FAD0:2214,1,0,70,1,0,0,0,0,1
.46.206.178,1,191,8,0,0,0,0,0,2
Eurodog,1,0,140,1,0,0,0,0,18
North Shoreman,1,127,312,1,0,1,0,0,71
00:1016:B119:18D0:0:45:E329:7801,1,42,365,1,0,0,0,0,1
.198.192.254,1,0,0,0,0,0,0,0,1
CAPTAIN RAJU,1,126,6,0,0,1,0,0,228
CAPTAIN RAJU,1,70,1119,1,0,0,0,1,228
Stefanbw,1,14,9,0,0,0,0,0,1
InternetArchiveBot,1,59,43,1,1,0,0,0,3449
A02:2450:102B:633:807F:B645:9A87:999C,1,94,118,0,0,0,0,0,2
Alanscottwalker,1,12,5,0,0,0,0,0,28
1.67.118.243,1,0,11,1,0,0,0,0,3
FreeKnowledgeCreator,1,28,64,1,0,0,0,0,120
01:547:C400:D86:D00E:A9DF:4399:744,1,12,22,1,0,0,0,0,3
Luigi1090,1,0,0,0,0,0,0,0,19
Flami72,1,74,24,1,0,0,0,0,24
Harryboyles,1,48,33,0,0,1,0,0,562
02:306:301E:E2F0:8CF:2CFF:F72C:D114,1,72,810,1,0,0,0,0,13
.123.190.156,1,0,0,0,0,0,0,0,1
Chris Capoccia,1,0,120,0,0,0,0,0,30
Qzd,1,122,15,1,0,0,0,0,17
4.122.250.72,1,17,16,1,0,0,0,0,1
Mary Mark Ockerbloom,1,50,1,1,0,0,0,0,54
JoseCamachoJr,1,45,1080,0,0,0,0,0,1
.123.190.156,1,0,0,0,0,0,0,0,2
Activist,1,59,2,0,0,0,0,0,15
Jonathanjoseph81,1,17,5,1,0,0,0,0,10
4.169.185.168,1,13,10,1,0,0,0,0,3
Alicante2020,1,15,100,1,0,0,0,0,2
NoAmCom,1,60,1,1,0,1,0,0,36
Yoninah,1,36,20,1,0,0,0,0,31
Nk3play2,1,12,4,0,0,0,0,0,14
.153.97.201,1,0,1,0,0,0,0,0,5
Raellerby,1,62,273,1,0,0,0,0,38
02:306:C448:84C9:24AD:AD37:58B4:B224,1,44,43,0,0,0,0,0,1
.81.138.76,1,25,15,1,0,0,0,0,2
NoAmCom,1,60,1,1,0,1,0,0,50
Muboshgu,1,48,1056,0,0,0,0,0,67
Mnavarrete4,1,20,1244,1,0,0,0,0,48
Graeme Bartlett,1,70,43,1,0,0,0,0,135
Mhsohaib,1,0,68,1,0,0,0,0,24
Oshwah,1,127,23,0,0,1,0,0,211
Oshwah,1,55,1295,1,0,0,0,1,211
NoAmCom,1,51,8,0,0,1,0,0,61
.146.107.21,1,15,1,1,0,0,0,0,17
.173.37.109,1,20,4,1,0,0,0,0,1
.202.17.249,1,255,277,1,0,0,0,0,4
RamshackleMan,1,7,18,1,0,0,0,0,18
Msetfree,1,15,8,1,0,0,0,0,3
01:558:6030:9:747E:6495:90F6:90B4,1,0,5,1,0,0,0,0,1
Another Believer,1,6,38,1,0,0,0,0,170
Cordyceps-Zombie,1,10,62,1,0,0,0,0,11
Miniapolis,0,45,3,1,0,0,0,0,12
1.116.102.210,1,43,0,0,0,0,0,0,2
Another Believer,1,1,30,1,0,0,0,0,172
Northamerica1000,1,225,205,1,0,0,0,0,134
Janweh64,1,0,9,1,0,0,0,0,8
WikiOriginal-9,1,25,80,1,0,0,0,0,182
Eustachiusz,1,90,78,1,0,0,0,0,24
BOT-Superzerocool,1,78,9,0,1,1,0,0,110
Exemplo347,1,38,321,1,0,0,0,0,158
1.116.102.210,1,43,8,1,0,0,0,0,4
Dough4872,1,33,1,1,0,0,0,0,21
Gaia Octavia Agrippa,1,26,18,0,0,0,0,0,32
Karunamon,1,1,671,1,0,0,0,0,25
Cerevisae,1,13,4,0,0,1,0,0,6
.colinthompson,1,52,163,1,0,0,0,0,8
01:89:4301:AD3B:30C2:BF16:D044:F39D,1,25,4,1,0,0,0,0,9
7.164.235.249,1,0,69,1,0,0,0,0,2
DeltaQuadBot,1,57,0,0,1,1,0,0,452
4.136.137.133,1,83,1,0,0,0,0,0,1
JGG13,1,49,1,1,0,1,0,0,1
Andreas George Skinner,1,27,0,0,0,0,0,0,9
.74.143.162,1,21,269,1,0,0,0,0,8
2.64.48.162,1,33,362,1,0,0,0,0,14
Brojam,1,16,69,1,0,0,0,0,69
.colinthompson,1,17,109,0,0,0,0,0,9
Diannaa,1,50,1819,0,0,0,0,0,133
Qzd,1,70,275,1,0,0,0,0,3
Mutt Lunker,1,9,12132,1,0,0,0,0,6
Palettepony895,1,21,9,1,0,0,0,0,20
EumlinStumlinStan,1,0,33,1,0,0,0,0,163
.128.96.29,1,39,1,1,0,0,0,0,1
.55.216.213,1,0,68,0,0,0,0,0,7
.56.35.32,1,0,19,1,0,0,0,0,12
Ajfweb,1,39,83,1,0,0,0,0,2
.230.196.215,1,0,5,0,0,0,0,0,16
01:85:C101:5102:5403:A639:A30A:DF17,1,0,6,0,0,0,0,0,1
Simon0359,1,17,4,0,0,0,0,0,5
Justice007,1,9,144,0,0,0,0,0,2
Rwxrwxrwx,1,0,23307,1,0,0,0,0,139
00:1001:B10C:4F37:654F:F8A6:297F:30A9,1,16,45,1,0,0,0,0,6
Cyberbot I,1,58,0,0,1,0,0,0,1002
Bearcat,1,0,29,1,0,0,0,0,584
InternetArchiveBot,1,59,99,1,1,0,0,0,3441
PhilipTerryGraham,1,75,5453,0,0,0,0,0,15
Bobamnertiopsis,1,16,33,1,0,0,1,1,5
Red Director,1,27,12,1,0,1,0,0,176
Dmoore5556,1,88,1,1,0,0,0,0,17
.102.76.216,1,31,7,1,0,0,0,0,14
Dmoore5556,1,45,32,1,0,0,0,0,18
Rivera.m.e,1,14,1834,1,0,0,0,0,2
1.67.118.243,1,19,0,0,0,0,0,0,2
Postcard Cathy,1,0,139,1,0,0,0,0,193
TimInHamilton,1,38,3,1,0,1,0,0,3
Fortdj33,1,42,9,1,0,1,0,0,253
ImageTaggingBot,1,23,270,1,1,0,0,0,49
Wolbo,1,43,323,1,0,0,0,0,154
Etoque,1,39,238,1,0,0,0,0,1
06:6000:CA80:1600:DCB5:E8F2:6F93:D88B,1,17,36,0,0,0,0,0,1
Nederlandse Leeuw,1,15,464,1,0,0,0,0,20
.99.3.140,1,0,1,0,0,0,0,0,1
Secret Agent Julio (alt),1,3,36,0,0,0,0,0,74
.177.174.65,1,23,3144,0,0,0,0,0,1
Fbdave,1,88,114,1,0,0,0,0,3
Fbdave,1,78,984,1,0,0,0,1,3
Popeye191,1,19,111,0,0,0,0,0,24
Czar,1,18,785,1,0,0,0,0,168
Harryboyles,1,68,32,0,0,1,0,0,564
2.90.210.77,1,10,464,1,0,0,0,0,4
WhatamIdoing,1,23,77,1,0,0,0,0,21
Secret Agent Julio,1,59,47,1,0,1,0,0,76
Secret Agent Julio,1,59,47,1,0,1,0,0,76
Secret Agent Julio,1,59,47,1,0,1,0,0,76
SM7,1,8,4912,0,0,0,0,0,1
SusunW,1,29,219,1,0,0,0,0,43
Qashwablack,1,24,310,1,0,0,0,0,1
1.190.10.14,1,21,39,1,0,0,0,0,1
9.153.196.37,1,30,2,1,0,0,0,0,73
A02:FE0:C900:1:4412:BA29:4508:A10B,1,0,35,1,0,0,0,0,1
DumbBOT,1,68,369,1,1,0,0,1,62
Vmavanti,1,66,45,0,0,1,0,0,85
.157.1.6,1,0,5,0,0,0,0,0,3
EumlinStumlinStan,1,0,33,1,0,0,0,0,180
Harryboyles,1,57,11,0,0,1,0,0,568
9.181.201.185,1,10,37,1,0,0,0,0,3
NoAmCom,1,60,4,1,0,1,0,0,44
NoAmCom,1,60,1,1,0,1,0,0,48
Flami72,1,29,0,0,0,1,0,0,26
A02:C7D:21CC:9B00:8103:B995:EFB1:1E3A,1,0,10,1,0,0,0,0,2
Paul W,1,17,8,1,0,0,0,0,13
Gaia Octavia Agrippa,1,40,514,1,0,0,0,0,42
ClueBot NG,1,238,150,0,0,1,0,0,1599
ClueBot NG,1,116,1353,1,0,0,0,1,1599
A02:1810:241E:8100:FD60:B162:7C2B:53B3,1,84,9,1,0,0,0,0,2
Shaolin Punk,1,0,79,1,0,0,0,0,14
Ernestogon,1,30,1,1,0,0,0,0,1
ClueBot NG,1,187,26,0,0,1,0,0,1586
ClueBot NG,1,68,1254,1,0,0,0,1,1586
4.124.13.151,1,36,0,0,0,0,0,0,7
.89.221.102,1,0,21,1,0,0,0,0,5
JamFilms,1,0,5,1,0,0,0,0,7
Gumi78464,1,29,114,1,0,0,0,0,3
Mlaffs,1,44,0,0,0,0,0,0,60
.234.213.82,1,31,0,0,0,0,0,0,1
Dfair1,1,14,6,0,0,0,0,0,35
.126.152.254,1,35,41,1,0,0,0,0,5
Northamerica1000,1,27,7,1,0,0,0,0,135
7.171.24.63,1,0,135,1,0,0,0,0,2
AnomieBOT,1,31,18,1,1,1,0,0,1110
John,1,31,0,0,0,0,0,0,18
WilliamF1two,1,0,624,1,0,0,0,0,36
Ajsmith141,1,15,82,0,0,0,0,0,7
Mfhelms,1,0,1,0,0,0,0,0,2
7.164.235.249,1,20,52,1,0,0,0,0,1
Brojam,1,11,14,1,0,0,0,0,67
Tewapack,1,13,55,0,0,1,0,0,41
Brojam,1,11,3,0,0,1,0,0,68
.230.196.215,1,0,17,0,0,0,0,0,11
Maile66,1,0,0,0,0,0,0,0,41
Antepenultimate,1,37,1,0,0,0,0,0,32
Primefac,1,27,361,1,0,0,0,0,652
ClueBot NG,1,64,1743,1,0,0,0,0,1591
Jabberjawjapan,1,36,54,1,0,0,0,0,50
Jacob's Crackers,1,25,7,0,0,1,0,0,1
AnomieBOT,1,34,18,1,1,1,0,0,1113
Kndimov,1,5,210,0,0,0,0,0,38
.196.168.22,1,0,60,0,0,0,0,0,1
AccountForANI,1,35,0,0,0,0,0,0,2
MustifaPatekar,1,16,100,1,0,0,0,0,2
Diannaa,1,41,20,1,0,0,0,0,134
GruberBomgardner,1,15,1,1,0,0,0,0,4
Cydebot,1,73,106,0,1,1,0,0,410
GDEBE,1,7,29,1,0,0,0,0,92
Datbubblegumdoe,1,20,198,1,0,0,0,0,1
Naniwako,1,59,19,0,0,1,0,0,5
2.64.48.162,1,33,146,1,0,0,0,0,15
Joeyconnick,1,22,179,0,0,0,0,0,18
SLBedit,1,18,166,0,0,0,0,0,64
EumlinStumlinStan,1,0,33,1,0,0,0,0,168
.89.8.129,1,0,39,1,0,0,0,0,1
Drauv,1,0,51,1,0,1,0,0,26
Ish ishwar,1,255,379,1,0,0,0,0,76
Xi371n,1,60,365,1,0,0,0,0,12
Le Addeur noir,1,13,85,1,0,0,0,0,1
SineBot,1,216,356,1,1,1,0,0,285
.0.203.79,1,12,74,1,0,0,0,0,1
AminMDMA,1,22,5,1,0,0,0,0,7
Nashona,1,23,23,1,0,0,0,0,2
Rich Farmbrough,0,57,62,1,0,1,0,0,1105
.46.206.178,1,191,0,0,0,0,0,0,1
8.85.208.82,1,0,32,1,0,0,0,0,9
Mjroots,1,18,43,1,0,0,0,0,33
Mattythewhite,1,97,1117,1,0,0,0,1,176
07:F140:400:A02D:3D09:2365:A9CB:86C3,1,73,377,1,0,0,0,0,2
01:153:701:5BF9:487B:3E79:5325:91E4,1,16,27,1,0,0,0,0,4
.230.196.215,1,0,0,0,0,0,0,0,22
Suzukaze-c,1,39,254,1,0,0,0,0,10
EumlinStumlinStan,1,0,135,1,0,0,0,0,171
Bgwhite,1,185,160,0,0,0,0,0,132
Tazerdadog,1,20,183,1,0,0,0,0,16
Qzd,1,121,153,0,0,0,0,0,9
Qzd,1,75,563,1,0,0,1,1,9
.colinthompson,1,35,127,0,0,0,0,0,11
Secret Agent Julio,1,59,239,1,0,1,0,0,57
Gaia Octavia Agrippa,1,26,79,1,0,0,0,0,41
NoAmCom,1,60,4,1,0,1,0,0,26
MalafayaBot,1,50,37,0,1,1,0,0,20
Secret Agent Julio,1,59,239,1,0,1,0,0,66
Rhode Island Red,0,127,1094,1,0,0,0,0,8
"Me, Myself, and I are Here",1,6,10,0,0,1,0,0,65
EumlinStumlinStan,1,0,10,1,0,0,0,0,174
.157.1.6,1,0,44,1,0,0,0,0,1
Casliber,1,5,316,1,0,0,0,0,45
.216.115.250,1,21,388,1,0,0,0,0,1
Sd31263,1,30,4,0,0,1,0,0,3
Yoninah,1,18,34,1,0,0,0,0,30
9.181.201.185,1,0,110,1,0,0,0,0,2
Nocowardsoulismine,1,61,33,1,0,0,0,0,90
White Arabian Filly,0,3,74,1,0,0,0,1,38
DumbBOT,1,68,481,1,1,0,0,1,64
Jennica,1,28,19,1,0,0,0,0,338
Dl2000,1,5,78,1,0,1,0,0,253
Mhsohaib,1,13,124,1,0,0,0,0,23
Another Believer,1,86,58,1,0,0,0,0,177
Eagledj,1,0,1,0,0,0,0,0,95
Kierzek,1,0,1,0,0,1,0,0,55
NoAmCom,1,51,3,1,0,1,0,0,54
.152.229.202,1,0,1,0,0,0,0,0,1
.105.118.243,1,0,70,0,0,0,0,0,2
CCS81,1,36,142,1,0,0,0,0,37
2.79.255.200,1,8,0,0,0,0,0,0,4
05:205:430C:ECD1:140B:27CA:86DA:268E,1,0,182,0,0,0,0,0,1
Carbrera,1,30,36,1,0,0,0,0,13
InternetArchiveBot,1,59,94,1,1,0,0,0,3466
8.147.202.124,1,0,0,0,0,0,0,0,7
Miniapolis,1,23,25,0,0,0,0,0,11
.192.83.233,1,0,1,0,0,0,0,0,1
.colinthompson,1,52,114,0,0,0,0,0,7
MagicatthemovieS,1,11,57,1,0,0,0,0,50
McGucket,1,166,16,1,0,0,0,0,2
Alaney2k,1,247,38,1,0,1,0,0,19
Bilsonius,1,16,1,0,0,1,0,0,4
.14.174.170,1,78,66,1,0,0,0,0,1
Nick Number,1,72,1,1,0,1,0,0,171
.200.230.218,1,12,25,1,0,0,0,0,2
Brojam,1,16,298,1,0,0,0,0,66
Natg 19,1,49,26,0,0,0,0,0,5
01:89:4301:AD3B:30C2:BF16:D044:F39D,1,12,9,1,0,0,0,0,8
Zyates87,1,67,1529,1,0,0,0,0,2
8.171.130.166,1,26,8,1,0,0,0,0,1
Bluesangrel,1,30,243,1,0,0,0,0,6
Palettepony895,1,21,39,1,0,0,0,0,18
Universe1609,1,0,42,1,0,0,0,0,18
Universe1609,1,14,25,1,0,0,0,0,19
SporkBot,1,99,21,0,1,1,0,0,350
SporkBot,1,99,14,0,1,1,0,0,351
MarCo2016,1,81,35,1,0,1,0,0,1
Fdomanico51997,1,15,464,1,0,1,0,0,6
Bgwhite,1,185,681,0,0,0,0,0,113
Eauhomme,1,45,31,1,0,0,0,0,1
AminMDMA,1,0,319,1,0,0,0,0,1
Feather48,1,40,143,1,0,1,0,0,1
DeltaQuadBot,1,136,38,1,1,1,0,0,453
Florian Blaschke,0,40,229,1,0,0,0,0,16
Amalthea (bot),1,58,0,0,1,0,0,0,167
MordeKyle,1,177,3809,1,0,0,0,0,9
Doug butler,1,12,63,1,0,0,0,0,38
AminMDMA,1,22,212,1,0,0,0,0,3
Hzh,0,17,286,1,0,0,0,0,42
So97,1,0,47,1,0,0,0,0,12
Cerevisae,1,13,0,0,0,1,0,0,7
Drmies,1,80,713,0,0,0,0,0,81
The Banner,1,85,20,1,0,1,0,0,29
.184.120.79,1,0,136,0,0,0,0,0,2
EumlinStumlinStan,1,0,37,1,0,0,0,0,165
Muboshgu,1,28,23,0,0,0,0,0,65
.233.28.252,1,0,36,0,0,0,0,0,1
Bgwhite,1,242,215,0,0,0,0,0,122
Wolbo,1,34,0,0,0,1,0,0,152
NCHLSID,1,13,27,1,0,0,0,0,11
SwisterTwister,1,47,462,1,0,0,0,0,274
Rtkat3,1,18,36,1,0,0,0,0,22
Keith-264,1,9,3,0,0,1,0,0,31
Saginaw-hitchhiker,1,0,286,1,0,0,0,0,11
Tewapack,1,14,5,0,0,0,0,0,44
COIBot,1,46,0,0,1,0,0,0,261
.114.32.105,1,0,0,0,0,0,0,0,2
.114.32.105,1,0,0,0,0,0,0,0,3
Rjwilmsi,1,107,1931,1,0,0,0,0,514
9.224.80.18,1,30,125,1,0,0,0,0,3
The Bounder,1,33,229,1,0,0,0,0,17
Mnavarrete4,1,27,1,1,0,0,0,0,47
07:F140:400:A02D:3D09:2365:A9CB:86C3,1,0,538,1,0,0,0,0,1
ImageTaggingBot,1,23,288,1,1,0,0,0,48
Robin van der Vliet,1,15,58,1,0,1,1,0,4
6.32.200.59,1,15,3,1,0,0,0,0,5
.81.74.166,1,7,8,1,0,0,0,0,7
Kehkou,1,43,4,1,0,0,0,0,2
C.J. Griffin,1,41,239,1,0,0,0,0,2
Mjroots,1,18,11,1,0,0,0,0,34
Qzd,1,119,118,0,0,0,0,0,5
Qzd,1,75,661,1,0,0,1,1,5
Ajsmith141,1,16,2,1,0,0,0,0,9
Mlaffs,1,44,3,0,0,0,0,0,63
Yashjet,1,22,11,1,0,0,0,0,3
01:18C:8800:7279:29DA:99C6:19E9:58E1,1,57,0,0,0,0,0,0,1
NoAmCom,1,60,1,1,0,1,0,0,23
LEEDSWED,1,0,437,1,0,0,0,0,1
UT-interwiki-Bot,1,29,19,1,1,1,0,0,38
A02:C7F:8627:E200:C9C:EBD:7A1B:2DF,1,13,42,0,0,0,0,0,4
Qzd,1,124,4,1,0,1,0,0,16
Qzd,1,70,908,1,0,0,1,1,16
Secret Agent Julio,1,59,47,1,0,1,0,0,73
PhilipTerryGraham,1,63,56,0,0,0,0,0,16
Iahklu,1,29,1,1,0,1,0,0,3
White Arabian Filly,0,3,66,1,0,0,0,1,37
Qzd,1,122,45,0,0,0,0,0,18
02:306:301E:E2F0:8CF:2CFF:F72C:D114,1,91,68,0,0,0,0,0,15
.75.3.226,1,0,1,0,0,0,0,0,6
.157.1.6,1,0,0,0,0,0,0,0,2
Crom daba,1,15,596,1,0,0,0,0,10
DumbBOT,1,68,220,1,1,0,0,1,63
BelDelRR,1,22,4,1,0,0,0,0,1
01:18C:505:2DCA:ED9A:1F6A:AC97:1AB9,1,58,0,0,0,0,0,0,1
.157.1.6,1,0,1,1,0,0,0,0,4
AvicBot,1,73,19,1,1,1,0,0,631
0.37.57.245,1,0,6,1,0,0,0,0,1
InternetArchiveBot,1,59,103,1,1,0,0,0,3460
InternetArchiveBot,0,64,1051,1,1,0,0,0,3460
Betty Logan,1,13,583,1,0,0,0,0,13
EumlinStumlinStan,1,0,37,1,0,0,0,0,183
07:FEA8:4F20:E33:D871:E252:1C28:515D,1,0,22,1,0,0,0,0,1
Zackmann08,1,156,95,1,0,0,0,0,178
4.97.228.170,1,0,37,1,0,0,0,0,1
Jack1956,1,21,5,1,0,0,0,0,25
Erp,1,52,22,0,0,0,0,0,7
IJK Principle,1,0,42,1,0,0,0,0,1
Qzd,1,115,125,0,0,0,0,0,33
Thoughtfortheday,1,8,53,1,0,0,0,0,23
Mattythewhite,1,107,1127,1,0,0,0,1,173
COIBot,1,80,4161,1,1,0,0,1,256
01:56A:F658:2200:285E:7072:3E5:B466,1,13,1,1,0,0,0,0,21
Materialscientist,1,13,478,1,0,0,0,0,545
Gerda Arendt,1,12,793,1,0,0,0,0,51
Equinox,1,3,39,1,0,0,0,0,217
Vejlefjord,1,44,409,1,0,0,0,0,2
.55.216.213,1,0,24,1,0,0,0,0,4
Seppi333,0,7,7,1,0,0,1,1,33
Materialscientist,1,125,26,0,0,1,0,0,548
